Unnamed: 0;question;answer;tag
36.0; What built-in algorithms are supported in Amazon SageMaker Autopilot?;Amazon SageMaker Autopilot supports 2 built-in algorithms: XGBoost and Linear Learner.;Low-code ML
37.0;Which pre-existing algorithms does Amazon SageMaker Autopilot enable the use of?;There are two pre-existing algorithms available on Amazon SageMaker Autopilot, namely XGBoost and Linear Learner.;Low-code ML
38.0; Can I stop an Amazon SageMaker Autopilot job manually?;Yes. You can stop a job at any time. When an Amazon SageMaker Autopilot job is stopped, all ongoing trials will be stopped and no new trial will be started.;Low-code ML
39.0;Is it possible for me to manually halt an Amazon SageMaker Autopilot job?;Certainly. It is possible to halt a task at any moment. If an Amazon SageMaker Autopilot task is terminated, all ongoing tests will be terminated and no new trial will commence.;Low-code ML
40.0; What is Amazon SageMaker Canvas?;Amazon SageMaker Canvas is a no-code service with an intuitive, point-and-click interface that lets you create highly accurate ML-based predictions from your data. SageMaker Canvas lets you access and combine data from a variety of sources using a drag-and-drop user interface, automatically cleaning and preparing data to minimize manual cleanup. SageMaker Canvas applies a variety of state-of-the-art ML algorithms to find highly accurate predictive models and provides an intuitive interface to make predictions. You can use SageMaker Canvas to make much more precise predictions in a variety of business applications and easily collaborate with data scientists and analysts in your enterprise by sharing your models, data, and reports. To learn more about SageMaker Canvas, please visit the SageMaker Canvas FAQ page.;Low-code ML
41.0;Can you explain what Amazon SageMaker Canvas is?;Amazon SageMaker Canvas is a service that requires no coding and is equipped with an easy-to-use interface that enables you to create ML-based predictions with high accuracy from your data. With SageMaker Canvas, you can obtain and merge data from various sources by using an intuitive drag-and-drop interface, which also automatically cleans and prepares data, hence minimizing manual cleanup. SageMaker Canvas employs multiple advanced ML algorithms to discover highly accurate predictive models, and it provides a user-friendly interface for making predictions. You can use SageMaker Canvas to attain more precise predictions in several business applications and effortlessly collaborate with data scientists and analysts in your organization by sharing your models, data, and reports. To get more information about SageMaker Canvas, kindly visit the SageMaker Canvas FAQ page.;Low-code ML
42.0; How does Amazon SageMaker Canvas pricing work?;With Amazon SageMaker Canvas, you pay based on usage. SageMaker Canvas lets you interactively ingest, explore, and prepare your data from multiple sources, train highly accurate ML models with your data, and generate predictions. There are two components that determine your bill: session charges based on the number of hours for which SageMaker Canvas is used or logged into, and charges for training the model based on the size of the dataset used to build the model. For more information, see the SageMaker Canvas pricing page.;Low-code ML
43.0;Can you explain how pricing for Amazon SageMaker Canvas operates?;By using Amazon SageMaker Canvas, payment is determined by utilization. You can interactively handle your data from various sources, train machine learning models with high accuracy and obtain predictions. Two factors impact the final bill: session charges based on time utilized in logged-in sessions, and training charges dependent on the dataset size of the trained model. Additional information about pricing can be found on the SageMaker Canvas pricing page.;Low-code ML
44.0; What are Amazon SageMaker Studio notebooks?;Amazon SageMaker Studio notebooks are quick start, collaborative, managed Jupyter notebooks that integrate with purpose-built ML tools in SageMaker and other AWS services for end-to-end ML development in Amazon SageMaker Studio, the fully integrated development environment (IDE) for ML.;Build models
45.0;Can you explain what Amazon SageMaker Studio notebooks are?;Amazon SageMaker Studio offers Jupyter notebooks that are speedy to set up, permit multiple users to work together, and are managed and can be combined with machine learning tools specifically created for SageMaker and other Amazon Web Services (AWS), thus facilitating complete machine learning development in the Amazon SageMaker Studio, an all-in-one development environment for machine learning.;Build models
46.0; How are Amazon SageMaker Studio notebooks different from the instance-based notebooks offering?;SageMaker Studio notebooks offer a few important features that differentiate them from the instance-based notebooks. With the Studio notebooks, you can quickly launch notebooks without needing to manually provision an instance and waiting for it to be operational. The startup time of launching the UI to read and execute a notebook is faster than the instance-based notebooks. You also have the flexibility to choose from a large collection of instance types from within the UI at any time. You do not need to go to the AWS Management Console to start new instances and port over your notebooks. Each user has an isolated home directory independent of a particular instance. This directory is automatically mounted into all notebook servers and kernels as they’re started, so you can access your notebooks and other files even when you switch instances to view and run your notebooks. SageMaker Studio notebooks are integrated with AWS IAM Identity Center (successor to AWS SSO), making it easy to use your organizational credentials to access the notebooks. Notebook sharing is an integrated feature in SageMaker Studio notebooks. You can share your notebooks with your peers using a single click or even co-edit a single notebook at the same time.;Build models
47.0;What distinguishes Amazon SageMaker Studio notebooks from the notebooks offered by instances?;SageMaker Studio notebooks have distinct features that differentiate them from instance-based notebooks. With Studio notebooks, launching notebooks is faster and more efficient due to the absence of manual instance provisioning and waiting for instance functionality. Additionally, users can choose from a diverse collection of instance types through the UI anytime, rather than accessing the AWS Management Console. Each user has an independent home directory regardless of a particular instance, and it's automatically mounted into all notebook servers, enabling access to files when switching instances to view and run notebooks. SageMaker Studio notebooks are connected to AWS IAM Identity Center, making it easy to access notebooks using organizational credentials, and sharing notebooks is incorporated within the feature set, which means that users can share or co-edit a notebook simultaneously with a single click.;Build models
48.0; How do Amazon SageMaker Studio notebooks work?;Amazon SageMaker Studio notebooks are one-click Jupyter notebooks that can be spun quickly. The underlying compute resources are fully elastic, so you can easily dial up or down the available resources and the changes take place automatically in the background without interrupting your work. SageMaker also enables one-click sharing of notebooks. You can easily share notebooks with others and they’ll get the exact same notebook, saved in the same place. With SageMaker Studio notebooks, you can sign in with your corporate credentials using AWS IAM Identity Center (successor to AWS SSO). Sharing notebooks within and across teams is easy, since the dependencies needed to run a notebook are automatically tracked in work images that are encapsulated with the notebook as it is shared.;Build models
49.0;What is the process for operating Amazon SageMaker Studio notebooks?;Amazon SageMaker Studio notebooks are Jupyter notebooks that can be launched with a single click and can be created swiftly. The underlying compute resources are completely flexible, which allows for tuning up or down the provided resources quickly and the adjustments occur automatically without any disruption to your work. SageMaker also provides an effortless method of sharing notebooks. Notebooks can be conveniently shared with others who can access the exact same notebook stored in the identical location. By using SageMaker Studio notebooks, logging in with your corporate credentials is effortless with AWS IAM Identity Center (the successor to AWS SSO). Also, sharing notebooks across and within teams is simple, since the essentials required to execute a notebook are automatically followed in work images, which are encompassed with the notebook as it is shared.;Build models
50.0; What are the shared spaces in Amazon SageMaker?;Machine learning practitioners can create a shared workspace where teammates can read and edit Amazon SageMaker Studio notebooks together. By using the shared spaces, teammates can coedit the same notebook file, run notebook code simultaneously, and review the results together to eliminate back and forth and streamline collaboration. In the shared spaces, ML teams will have built-in support for services like BitBucket and AWS CodeCommit, so they can easily manage different versions of their notebook and compare changes over time. Any resources created from within the notebooks, such as experiments and ML models, are automatically saved and associated with the specific workspace where they were created so teams can more easily stay organized and accelerate ML model development.;Build models
51.0;Which spaces in Amazon SageMaker are shared by everyone?;Machine learning practitioners have the ability to establish a communal area where colleagues can collectively review and modify Amazon SageMaker Studio notebooks. This allows teammates to collaboratively work on the same notebook file, execute notebook code simultaneously, and analyze the outcomes cohesively, resulting in a more streamlined and efficient collaboration process. In the shared space, ML groups also have access to pre-existing support services, like BitBucket and AWS CodeCommit. By utilizing these services, the team can seamlessly trace various notebook versions and identify changes made over time. Any materials generated in the notebooks, such as experiments and ML models, are remembered and linked to the specific workspace they were created in to further simplify team organization and expedite the process of developing ML models.;Build models
52.0; How do Amazon SageMaker Studio notebooks work with other AWS services?;Amazon SageMaker Studio notebooks give you access to all SageMaker features, such as distributed training, batch transform, hosting, and experiment management. You can access other services such as datasets in Amazon S3, Amazon Redshift, AWS Glue, Amazon EMR, or AWS Lake Formation from SageMaker notebooks.;Build models
53.0;In what way do Amazon SageMaker Studio notebooks interact with other AWS services?;By using Amazon SageMaker Studio notebooks, you have the ability to utilize all of SageMaker's characteristics, including experiment management, batch transform, distributed training and hosting. SageMaker notebooks also allow you to access various other services such as Amazon EMR, AWS Lake Formation, Amazon Redshift, AWS Glue, and datasets in Amazon S3.;Build models
54.0; How does Amazon SageMaker Studio notebooks pricing work?;You pay for both compute and storage when you use SageMaker Studio notebooks. See Amazon SageMaker Pricing for charges by compute instance type. Your notebooks and associated artifacts such as data files and scripts are persisted on Amazon EFS. See Amazon EFS Pricing for storage charges. As part of the AWS Free Tier, you can get started with Amazon SageMaker Studio notebooks for free.;Build models
55.0;Can you explain how the pricing system of Amazon SageMaker Studio notebooks operates?;When using SageMaker Studio notebooks, the charges are for both computation and storage. You can find details about the charges for compute instance types in Amazon SageMaker Pricing. All the data files, scripts, notebooks, and other related artifacts are saved on Amazon EFS whose charges can be found in Amazon EFS Pricing. You can avail Amazon SageMaker Studio notebooks for free under AWS Free Tier to start with.;Build models
56.0; Do I get charged separately for each notebook created and run in SageMaker Studio?;No. You can create and run multiple notebooks on the same compute instance. You pay only for the compute that you use, not for individual items. You can read more about this in our metering guide. In addition to the notebooks, you can also start and run terminals and interactive shells in SageMaker Studio, all on the same compute instance. Each application runs within a container or image. SageMaker Studio provides several built-in images purpose-built and preconfigured for data science and ML. You can read more about the SageMaker Studio developer environment in the guide for using SageMaker Studio notebooks.;Build models
57.0;Is there an individual fee incurred for every notebook that is created and utilized in SageMaker Studio?;You are able to produce and operate numerous notebooks simultaneously on one compute instance and you are charged solely for the compute resources used, rather than for each item individually. Instructions for monitoring usage are available in our metering guide. SageMaker Studio offers the ability to launch and manage terminals and interactive shells alongside your notebooks on the same compute instance, with every application running within its own container or image. SageMaker Studio further provides pre-configured images geared towards data science and machine learning. Additional details regarding the SageMaker Studio developer environment are outlined in the SageMaker Studio notebook utilization guide.;Build models
0.0; I’m running a SageMaker Studio notebook. Will I still be charged if I close my browser, close the notebook tab, or just leave the browser open?;Yes, you will continue to be charged for the compute. This is similar to starting Amazon EC2 instances in the AWS Management Console and then closing the browser. The Amazon EC2 instances are still running, and you still incur charges unless you explicitly shut down the instance.;Build models
1.0;If I end my session by closing my browser, shutting the notebook tab, or keeping the browser open, will I still incur charges for running a SageMaker Studio notebook?;You will still be charged for the compute even if you close your browser, just like when you launch Amazon EC2 instances in the AWS Management Console and leave them running. To stop incurring charges, you must manually shut down the instances.;Build models
2.0; Do I get charged for creating and setting up an Amazon SageMaker Studio domain?;No, you don’t get charged for creating or configuring an Amazon SageMaker Studio domain, including adding, updating, and deleting user profiles.;Build models
3.0;Is there a fee for establishing and configuring an Amazon SageMaker Studio domain?;There are no fees for setting up or customizing an Amazon SageMaker Studio domain, including managing user profiles.;Build models
4.0; How do I see the itemized charges for Amazon SageMaker Studio notebooks or other Amazon SageMaker services?;"As an admin, you can view the list of itemized charges for Amazon SageMaker, including SageMaker Studio, in the AWS Billing console. From the AWS Management Console for SageMaker, choose Services on the top menu, type ""billing"" in the search box and select Billing from the dropdown, then select Bills on the left panel. In the Details section, you can click on SageMaker to expand the list of Regions and drill down to the itemized charges.";Build models
5.0;What is the process to view the detailed costs associated with Amazon SageMaker Studio notebooks and additional Amazon SageMaker services?;"If you are an admin, you have the ability to access the roster of itemized expenses associated with Amazon SageMaker and SageMaker Studio on the AWS Billing console. You can navigate to this information by searching ""billing"" in the AWS Management Console for SageMaker, clicking on the Services option on the top menu, selecting Billing from the dropdown menu, and then clicking Bills on the left panel. From there, you can expand the list of Regions by clicking on SageMaker in the Details section and view the itemized charges.";Build models
6.0; What is Amazon SageMaker Studio Lab?;"Amazon SageMaker Studio Lab is a free ML development environment that provides the compute, storage (up to 15 GB), and security—all at no cost—for anyone to learn and experiment with ML. All you need to get started is a valid email ID; you don’t need to configure infrastructure or manage identity and access or even sign up for an AWS account. SageMaker Studio Lab accelerates model building through GitHub integration, and it comes preconfigured with the most popular ML tools, frameworks, and libraries to get you started immediately. SageMaker Studio Lab automatically saves your work so you don’t need to restart between sessions. It’s as easy as closing your laptop and coming back later.";Build models
7.0;Could you provide me with the context of this sentence? It will help me to give a better paraphrase.;"Amazon SageMaker Studio Lab is a machine learning development environment that is free to use for anyone who wants to learn and experiment with ML. It includes compute, storage up to 15 GB, and security features without any cost. You just need an email ID, and you don’t have to worry about setting up infrastructure, managing identity and access, or registering for an AWS account. SageMaker Studio Lab has a GitHub integration that accelerates model building; it is preconfigured with the most useful ML tools, frameworks, and libraries to get started with ML right away. SageMaker Studio Lab saves your work automatically, so you can take a break and come back later without losing any of your progress.";Build models
8.0; Why should I use Amazon SageMaker Studio Lab?;Amazon SageMaker Studio Lab is for students, researchers, and data scientists who need a free notebook development environment with no setup required for their ML classes and experiments. SageMaker Studio Lab is ideal for users who do not need a production environment but still want a subset of the SageMaker functionality to improve their ML skills. SageMaker sessions are automatically saved, enabling users to pick up where they left off for each user session.;Build models
9.0;What are the benefits of utilizing Amazon SageMaker Studio Lab?;Amazon SageMaker Studio Lab caters to the needs of scholars, scholars, and data experts who crave a hassle-free, cost-free interface for ML classes and analyses. This application is primarily intended for users who don't require a much higher functioning environment but nonetheless want to enhance their ML abilities with some functionalities from SageMaker. Users can resume their work on SageMaker sessions on an auto-save mode, an excellent feature for each user session.;Build models
10.0; How does Amazon SageMaker Studio Lab work with other AWS services?;Amazon SageMaker Studio Lab is a service built on AWS and uses many of the same core services as Amazon SageMaker Studio, such as Amazon S3 and Amazon EC2. Unlike the other services, customers will not need an AWS account. Instead, they will create an Amazon SageMaker Studio Lab specific account with an email address. This will give the user access to a limited environment (15 GB of storage, and 12 hour sessions) for them to run ML notebooks.;Build models
11.0;In what way does Amazon SageMaker Studio Lab collaborate with other AWS services?;The Amazon SageMaker Studio Lab, constructed on AWS, has similar fundamental services as the Amazon SageMaker Studio, including Amazon S3 and Amazon EC2. However, it is unique in that users won't require an AWS account. Instead, they can generate a specific Amazon SageMaker Studio Lab account using an email address, which will allow them to utilize a restricted environment with a certain amount of storage and session duration for ML notebook execution.;Build models
12.0; What is Amazon SageMaker Canvas?;Amazon SageMaker Canvas is a visual drag-and-drop service that allows business analysts to build ML models and generate accurate predictions without writing any code or requiring ML expertise. SageMaker Canvas makes it easy to access and combine data from a variety of sources, automatically clean data and apply a variety of data adjustments, and build ML models to generate accurate predictions with a single click. You can also easily publish results, explain and interpret models, and share models with others within your organization to review.;Build models
13.0;What does Amazon SageMaker Canvas refer to?;The Amazon SageMaker Canvas is a service that enables business analysts to create ML models and obtain precise predictions without any coding skills or ML knowledge. With SageMaker Canvas, users can easily combine data from various sources, clean it and modify it, and create ML models to achieve accurate predictions. Results can be published and shared with others in the organization for review, and models can be explained and interpreted.;Build models
14.0; What data sources does Amazon SageMaker Canvas support?;Amazon SageMaker Canvas enables you to seamlessly discover AWS data sources that your account has access to, including Amazon S3 and Amazon Redshift. You can browse and import data using the SageMaker Canvas visual drag-and-drop interface. Additionally, you can drag and drop files from your local disk, and use pre-built connectors to import data from third-party sources such as Snowflake.;Build models
15.0;Which data sources are compatible with Amazon SageMaker Canvas?;With Amazon SageMaker Canvas, it is easy to detect AWS data sources that are accessible to your account, including Amazon S3 and Amazon Redshift. You can utilize the SageMaker Canvas interface to visually browse and import data, as well as import local disk files using drag-and-drop technology. The interface also offers pre-built connectors that can be used to import data from third-party sources, like Snowflake.;Build models
16.0; How do I build an ML model to generate accurate predictions in Amazon SageMaker Canvas?;Once you have connected sources, selected a dataset, and prepared your data, you can select the target column that you want to predict to initiate a model creation job. Amazon SageMaker Canvas will automatically identify the problem type, generate new relevant features, test a comprehensive set of prediction models using ML techniques such as linear regression, logistic regression, deep learning, time-series forecasting, and gradient boosting, and build the model that makes accurate predictions based on your dataset.;Build models
17.0;What are the steps for creating a precise predictive ML model on Amazon SageMaker Canvas?;After completing the steps of connecting sources, selecting a dataset, and preparing data, you have to select the desired target column to start creating a model via Amazon SageMaker Canvas. This platform will instantly recognize the problem category, produce new pertinent characteristics, evaluate numerous prediction models with the help of machine learning methodologies such as deep learning, linear regression, logarithmic regression, time-series forecasting, and gradient boosting. Then, a highly accurate model will be established depending on your dataset.;Build models
18.0; How long does it take to build a model in Amazon SageMaker Canvas? How can I monitor progress during model creation?;The time it takes to build a model depends on the size of your dataset. Small datasets can take less than 30 minutes, and large datasets can take a few hours. As the model creation job progresses, Amazon SageMaker Canvas provides detailed visual updates, including percent job complete and the amount of time left for job completion.;Build models
19.0;What is the duration required to construct a model in Amazon SageMaker Canvas? Also, what steps can be taken to track the advancement of model formation?;The duration for constructing a model varies depending on the dataset's magnitude. Smaller datasets can be created in less than 30 minutes, whereas larger ones may take several hours. Throughout the model build process, Amazon SageMaker Canvas offers comprehensive visual progress reports, like the job's percentage of completion and the remaining time needed to complete the task.;Build models
20.0;What deployment options does Amazon SageMaker provide?;#NAME?;Deploy Models
21.0;What are the available Amazon SageMaker deployment choices?;"I'm sorry, but there is no sentence provided for me to paraphrase. The text ""#NAME?"" appears to be incomplete or incorrect. Please provide a valid sentence for me to paraphrase.";Deploy Models
22.0;What is Amazon SageMaker Asynchronous Inference?;Amazon SageMaker Asynchronous Inference queues incoming requests and processes them asynchronously. It is suitable for requests with large payload sizes and/or long processing times. Auto-scaling settings can be configured to scale down the instance count to zero when not actively processing requests, which helps save on costs.;Deploy Models
23.0;What does the term Amazon SageMaker Asynchronous Inference refer to?;The Amazon SageMaker Asynchronous Inference system processes incoming requests asynchronously and is ideal for handling requests with long processing times or large payload sizes. Additionally, its auto-scaling feature can be customized to reduce instance count to zero when idle, thereby helping to minimize expenses.;Deploy Models
24.0;How do I configure auto-scaling settings for asynchronous inference?;"You can configure auto-scaling settings for Amazon SageMaker Asynchronous Inference by defining a scaling policy that scales on the ""ApproximateBacklogPerInstance"" custom metric and setting the ""MinCapacity"" value to zero. Detailed instructions can be found in the ""autoscale an asynchronous endpoint"" section of the Amazon SageMaker developer guide.";Deploy Models
25.0;What are the steps to set up auto-scaling configurations for asynchronous inference?;"To enable auto-scaling for Amazon SageMaker's Asynchronous Inference, one may set up a scaling policy based on the custom metric ""ApproximateBacklogPerInstance"". In order to do so, the ""MinCapacity"" value needs to be set to zero. Detailed guidance on how to achieve this is provided in the ""autoscale an asynchronous endpoint"" section of the Amazon SageMaker developer guide.";Deploy Models
26.0;What is Amazon SageMaker Serverless Inference?;Amazon SageMaker Serverless Inference is a purpose-built serverless model serving option that simplifies the deployment and scaling of ML models. It automatically starts and scales compute resources based on traffic, eliminating the need for manual instance selection, provisioning, or scaling management.;Deploy Models
27.0;What does Amazon SageMaker Serverless Inference refer to?;Amazon SageMaker Serverless Inference is a model serving option designed specifically to be serverless, which makes it easier to deploy and scale ML models. It handles compute resources automatically based on traffic, so there is no need for manual management of instance selection, provisioning, or scaling.;Deploy Models
28.0;Why should I use Amazon SageMaker Serverless Inference?;SageMaker Serverless Inference eliminates the need to provision capacity upfront and manage scaling policies. It can scale instantly based on usage patterns, making it suitable for ML applications with intermittent or unpredictable traffic. It helps reduce costs by charging only for actual compute time and data processing, without paying for idle periods.;Deploy Models
29.0;What are the benefits of using Amazon SageMaker Serverless Inference?;The SageMaker Serverless Inference service removes the need for pre-provisioning capacity and scaling policies management. Instead, it can automatically scale according to usage patterns which makes it ideal for machine learning applications that experience unpredictable or occasional traffic. This service can reduce expenses as charges are only imposed for real compute time and data processing without including idle periods.;Deploy Models
30.0;What is Provisioned Concurrency for SageMaker Serverless Inference?;Provisioned Concurrency for SageMaker Serverless Inference allows you to keep serverless endpoints warm for a specified number of concurrent requests, ensuring predictable performance and scalability. It eliminates cold starts and enables instant response to bursts in traffic.;Deploy Models
31.0;What does the term Provisioned Concurrency refer to in relation to SageMaker serverless inference?;SageMaker Serverless Inference's Provisioned Concurrency feature enables you to maintain warm serverless endpoints for a specific number of concurrent requests, guaranteeing consistent scalability and performance. This eliminates cold starts and allows immediate response to traffic surges.;Deploy Models
32.0;Why should I use Provisioned Concurrency?;Provisioned Concurrency reduces variability in latency by eliminating cold starts and allowing instant response to traffic bursts. It ensures that serverless endpoints are always ready to serve requests, improving the overall user experience.;Deploy Models
33.0;What are the reasons to utilize Provisioned Concurrency?;By eliminating cold starts and enabling instant response to traffic bursts, Provisioned Concurrency reduces fluctuations in latency and guarantees that serverless endpoints are continuously prepared to handle requests, thereby enhancing the overall user experience.;Deploy Models
34.0;How will I be charged for Provisioned Concurrency?;With Provisioned Concurrency enabled, you will be charged for the compute capacity used to process inference requests (billed by the millisecond) and the amount of data processed. Additionally, you will be charged for Provisioned Concurrency usage based on memory configuration, provisioned duration, and concurrency enabled.;Deploy Models
35.0;What will be the method of payment for Provisioned Concurrency?;Enabling Provisioned Concurrency will result in charges based on the compute capacity used for processing inference requests (measured per millisecond) and the volume of processed data. Furthermore, charges will be applied for the use of Provisioned Concurrency, taking into account the duration of the provision, memory configuration, and concurrency enablement.;Deploy Models
36.0;What is Amazon SageMaker shadow testing?;SageMaker shadow testing allows you to evaluate a new ML model's performance against the currently deployed model by running them simultaneously. It mirrors a portion of production traffic to the new model, optionally logs inferences for offline comparison, and provides a live dashboard comparing key performance metrics between the two models.;Deploy Models
37.0;Can you explain what Amazon SageMaker shadow testing is?;With SageMaker's shadow testing, you can assess the effectiveness of a new ML model by running it alongside the current model, enabling you to match production traffic with the new model. It also permits offline comparison of inference logging, and delivers a live dashboard that illustrates key performance metrics of both models.;Deploy Models
38.0;Why should I use SageMaker for shadow testing?;SageMaker simplifies the setup and monitoring of shadow testing, allowing you to evaluate a new model's performance on live production traffic. It eliminates the need for infrastructure orchestration and provides control over testing parameters. The live dashboard helps compare performance metrics and assess the new model's suitability for production deployment.;Deploy Models
39.0;What are the reasons for utilizing SageMaker in shadow testing?;The use of SageMaker streamlines the process of setting up and keeping track of shadow testing, enabling the assessment of a new model's effectiveness on active production traffic. It removes the requirement for managing infrastructure and provides management over testing variables. The active dashboard enables the comparison of performance measurements and to evaluate if the new model is appropriate for production release.;Deploy Models
40.0;What is Amazon SageMaker Inference Recommender?;Amazon SageMaker Inference Recommender automates performance benchmarking and tuning of ML models across SageMaker ML instances. It provides recommendations for the optimal endpoint configuration that delivers the best performance and minimizes costs. It eliminates the need for manual testing and tuning, allowing data scientists to get started quickly and save time. With SageMaker Inference Recommender, you pay only for the ML instances used during load testing, with no additional charges.;Deploy Models
41.0;Can you provide an explanation of Amazon SageMaker Inference Recommender?;Amazon SageMaker Inference Recommender simplifies the process of evaluating and optimizing performance of ML models in SageMaker by automating benchmarking and providing recommendations for the most effective endpoint configurations. This eliminates the need for manual testing, reduces time, and aids data scientists in quickly beginning their work. Moreover, you are only charged for the ML instances used during load testing with no additional charges.;Deploy Models
42.0;Why should I use Amazon SageMaker Inference Recommender?;SageMaker Inference Recommender should be used to get recommendations for the right endpoint configuration, improving performance and reducing costs. It saves time by automating benchmarking, tuning, and load testing processes that data scientists previously had to do manually. It provides instance recommendations within minutes, load test recommendations within hours, and automatically tunes container and model server parameters.;Deploy Models
43.0;What are the benefits of utilizing Amazon SageMaker Inference Recommender?;The SageMaker Inference Recommender is a tool that recommends the optimal endpoint configuration for an improved performance and cost reduction. It automates benchmarking, tuning, and load testing tasks that were once done manually. This tool saves time by providing instance recommendations almost immediately, load test recommendations within hours, and automatically adjusts container and model server parameters.;Deploy Models
44.0;How does Amazon SageMaker Inference Recommender work with other AWS services?;Data scientists can access SageMaker Inference Recommender from SageMaker Studio, AWS SDK for Python (Boto3), or AWS CLI. They can get deployment recommendations within SageMaker Studio's model registry for registered model versions. The recommendations can be searched, filtered, and accessed through SageMaker Studio, AWS SDK, or AWS CLI.;Deploy Models
45.0;In what way does Amazon SageMaker Inference Recommender collaborate with other AWS services?;SageMaker Inference Recommender is accessible to data scientists through various platforms such as SageMaker Studio, AWS SDK for Python (Boto3), and AWS CLI. Within SageMaker Studio's model registry, data scientists can receive suggestions for deployments of registered model versions. These suggestions can be searched, filtered, and retrieved using SageMaker Studio, AWS SDK, or AWS CLI.;Deploy Models
46.0;Can Amazon SageMaker Inference Recommender support multi-model endpoints or multi-container endpoints?;No, currently SageMaker Inference Recommender supports only a single model per endpoint.;Deploy Models
47.0;Is it possible for Amazon SageMaker Inference Recommender to provide support for multi-container endpoints or multi-model endpoints?;As of now, it is not possible to use multiple models per endpoint with SageMaker Inference Recommender.;Deploy Models
48.0;What type of endpoints does SageMaker Inference Recommender support?;Currently, SageMaker Inference Recommender supports only real-time endpoints.;Deploy Models
49.0;Which kinds of end points are compatible with SageMaker Inference Recommender?;At present, SageMaker Inference Recommender only allows the usage of real-time endpoints.;Deploy Models
50.0;Can I use SageMaker Inference Recommender in one Region and benchmark in different Regions?;At launch, SageMaker Inference Recommender supports all Regions supported by Amazon SageMaker, except the AWS China Regions.;Deploy Models
51.0;Is it possible to utilize SageMaker Inference Recommender in one location and carry out a benchmark test in another location?;The SageMaker Inference Recommender is available in all Amazon SageMaker supported regions except the AWS China Regions during its initial launch.;Deploy Models
52.0;Does Amazon SageMaker Inference Recommender support Amazon EC2 Inf1 instances?;Yes, SageMaker Inference Recommender supports all types of containers, including Amazon EC2 Inf1 instances. For Inf1 instances, a compiled model artifact using either the Neuron compiler or Amazon SageMaker Neo is required. Once you have a compiled model for an Inf1 target and the associated container image URI, you can use SageMaker Inference Recommender to benchmark different Inf1 instance types.;Deploy Models
53.0;Is it possible to utilize Amazon EC2 Inf1 instances with Amazon SageMaker Inference Recommender?;The SageMaker Inference Recommender can handle various container types, including Amazon EC2 Inf1 instances. However, Inf1 instances require a compiled model artifact using either the Neuron compiler or Amazon SageMaker Neo. After compiling a model for your Inf1 target and obtaining the associated container image URI, you can take advantage of SageMaker Inference Recommender to evaluate different Inf1 instance types.;Deploy Models
54.0;What is Amazon SageMaker Model Monitor?;Amazon SageMaker Model Monitor allows developers to detect and remediate concept drift in deployed models. It automatically detects concept drift and provides detailed alerts to identify the source of the problem. Models trained in SageMaker emit key metrics that can be collected and viewed in SageMaker Studio. You can configure data collection, visualization, and receive alerts within SageMaker Studio.;Deploy Models
55.0;Could you explain what Amazon SageMaker Model Monitor is?;The Amazon SageMaker Model Monitor feature enables developers to identify and correct changes in concepts within deployed models. It identifies such changes automatically, and delivers detailed notifications to pinpoint the source of the issue. Metrics essential for detecting concept drift in models trained in SageMaker are also accessible and viewable in SageMaker Studio, alongside customizable alerts and data visualization tools.;Deploy Models
56.0;Can I access the infrastructure that Amazon SageMaker runs on?;No, Amazon SageMaker manages the compute infrastructure on your behalf, performing routine maintenance, security patches, and health checks. You can deploy model artifacts with custom inference code in your own hosting environment, but the underlying infrastructure is managed by SageMaker.;Deploy Models
57.0;Is it possible for me to reach the infrastructure that Amazon SageMaker operates on?;Amazon SageMaker handles the compute infrastructure tasks such as security patches, routine maintenance and heath checks for you. However, the model artifacts with custom inference code can be deployed on your own hosting environment and SageMaker will still manage the underlying infrastructure.;Deploy Models
0.0;How do I monitor my Amazon SageMaker production environment?;Amazon SageMaker emits performance metrics to Amazon CloudWatch Metrics, and it writes logs to Amazon CloudWatch Logs. This allows you to track metrics, set alarms, and monitor and troubleshoot your production environment.;Deploy Models
1.0;What is the process for keeping track of my Amazon SageMaker production setup?;Amazon SageMaker sends out metrics related to its performance to Amazon CloudWatch Metrics, and it also records logs in Amazon CloudWatch Logs. This gives you the ability to keep track of metrics, establish alerts, and oversee and resolve issues in your production setting.;Deploy Models
2.0;What kinds of models can be hosted with Amazon SageMaker?;Amazon SageMaker can host any model that adheres to the documented specification for inference Docker images. This includes models created from Amazon SageMaker model artifacts and inference code.;Deploy Models
3.0;Which types of models are compatible with Amazon SageMaker for hosting?;Amazon SageMaker has the capability to support all types of models that follow the documented standards for inference Docker images, which encompasses models developed from both Amazon SageMaker model artifacts and inference code.;Deploy Models
4.0;How many concurrent real-time API requests does Amazon SageMaker support?;Amazon SageMaker is designed to scale to a large number of transactions per second. The exact number varies based on the deployed model and the number and type of instances used.;Deploy Models
5.0;What is the maximum number of simultaneous real-time API requests that Amazon SageMaker can handle?;Amazon SageMaker can handle a vast amount of transactions per second, although the actual quantity may differ depending on the model being used and the type of instances employed.;Deploy Models
6.0;What is Batch Transform?;Batch Transform allows you to run predictions on large or small batch data without the need to break down the dataset into multiple chunks or manage real-time endpoints. You can request predictions for a large number of data records and transform the data quickly and easily using a simple API.;Deploy Models
